Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Contact SAT1 Hapto,SAT1,0.1214498,7.545005,1.850214,0.311236,2.416688,3.364813,0.008206542,0.008664366,7.486783,3.7425,30.80092
Contact SAT1 Hapto,SAT1,0.1036954,6.542817,1.793939,0.3393398,2.60621,3.41033,0.007984095,0.008325964,6.499012,3.7225,28.13454
Contact SAT1 Hapto,SAT1,0.1133216,6.838398,1.806745,0.3238796,2.520376,3.997639,0.008884281,0.009032559,6.794585,3.475,30.34174
Contact SAT1 Hapto,SAT1,0.09993867,7.269046,1.97234,0.2996028,2.629925,3.474685,0.008786339,0.008595452,7.218492,3.6925,31.31554
Contact SAT1 Hapto,SAT1,0.112832,7.127485,1.866611,0.3031956,2.500715,3.434555,0.007992737,0.008163875,7.082018,3.765,31.38184
Contact SAT1 Hapto,SAT1,0.1190497,7.202737,1.760016,0.3100068,2.635042,3.428701,0.008746572,0.008350374,7.155148,3.7475,30.98333
Contact SAT1 Hapto,SAT1,0.1305739,6.893873,1.721559,0.3243546,2.57387,3.39693,0.008822171,0.008326388,6.845986,3.785,29.9708
Contact SAT1 Hapto,SAT1,0.1057514,6.041531,1.762093,0.3393881,2.706428,3.594313,0.009016388,0.008583694,6.011668,3.625,27.97745
Contact SAT1 Hapto,SAT1,0.1130999,6.710036,1.86334,0.3492695,2.586031,3.907952,0.008118476,0.008506868,6.655609,3.4975,27.95236
Contact SAT1 Hapto,SAT1,0.1337622,6.359111,1.740264,0.349038,2.382468,3.56007,0.009174293,0.00873248,6.322722,3.5925,27.608
Contact SAT1 Hapto,SAT1,0.1160954,7.581261,1.809827,0.2946335,2.555714,3.325326,0.009444717,0.009378794,7.523256,3.8025,32.22056
Contact SAT1 Hapto,SAT1,0.118011,6.320673,1.927192,0.3521877,2.587025,3.442202,0.009426688,0.008569716,6.279613,3.655,26.85753
Contact SAT1 Hapto,SAT1,0.1191472,6.461483,1.858918,0.3389848,2.507701,3.607862,0.009046863,0.0088627,6.423427,3.5825,28.22405
Contact SAT1 Hapto,SAT1,0.1254143,6.362289,1.904098,0.3552019,2.524028,3.488424,0.008976588,0.008603287,6.318432,3.64,26.68093
Contact SAT1 Hapto,SAT1,0.1382364,6.317077,1.855818,0.3561682,2.242017,3.551039,0.008909018,0.008469199,6.278554,3.625,27.09269
Contact SAT1 Hapto,SAT1,0.09653093,6.858088,1.710015,0.3118755,3.115398,3.411145,0.007218694,0.008020771,6.810995,3.765,29.82004
Contact SAT1 Hapto,SAT1,0.1303708,7.393685,1.878493,0.3235139,2.457208,3.403037,0.009714646,0.009327751,7.3379,3.7225,30.77558
Contact SAT1 Hapto,SAT1,0.1570003,7.011073,1.706083,0.3367362,2.292211,3.315758,0.00968608,0.008805528,6.957321,3.7925,28.62257
Contact SAT1 Hapto,SAT1,0.1404516,6.751281,1.798951,0.3606838,2.225072,3.316091,0.008100691,0.00845489,6.697461,3.7375,26.62725
Contact SAT1 Hapto,SAT1,0.1038646,7.06793,1.828167,0.3035089,2.795117,3.685728,0.009439816,0.009626902,7.02515,3.5525,31.19196
Contact SAT1 Hapto,SAT1,0.108358,7.463574,1.890618,0.3126576,2.759386,3.356916,0.008096679,0.008617972,7.402631,3.75,30.50155
Contact SAT1 Hapto,SAT1,0.127547,6.901185,1.930575,0.3288328,2.353,3.423776,0.006940644,0.007711827,6.855153,3.74,28.81323
Contact SAT1 Hapto,SAT1,0.1164525,6.388915,1.848401,0.3599174,2.705316,3.424146,0.008395676,0.008459857,6.343703,3.68,26.50197
Contact SAT1 Hapto,SAT1,0.1323381,6.399452,1.938639,0.3449653,2.389734,3.614735,0.009229814,0.009231024,6.364056,3.5625,28.16912
Contact SAT1 Hapto,SAT1,0.1316656,6.887772,1.692126,0.3257962,2.477531,3.294645,0.008377727,0.00837211,6.840093,3.825,29.34118
Contact SAT1 Hapto,SAT1,0.09232904,6.782134,1.756018,0.3389067,2.825118,3.584837,0.008482665,0.0081106,6.73627,3.615,28.55337
Contact SAT1 Hapto,SAT1,0.1049325,7.455427,1.850466,0.3116148,2.695083,3.29082,0.007745126,0.007549691,7.392106,3.845,30.36311
Contact SAT1 Hapto,SAT1,0.1453788,6.334712,1.80027,0.3309675,2.152452,3.598829,0.008255357,0.008170329,6.302405,3.6725,29.27534
Contact SAT1 Hapto,SAT1,0.1021814,6.391493,1.837904,0.3406529,2.707333,3.692737,0.00877604,0.009118758,6.355727,3.52,27.60156
Contact SAT1 Hapto,SAT1,0.1013539,6.875479,1.785631,0.3254732,2.673066,3.468741,0.008938147,0.00846219,6.824826,3.6625,29.06212
Contact SAT1 Hapto,SAT1,0.118965,6.991305,1.756035,0.3091762,2.546203,3.349606,0.008432752,0.00846704,6.943975,3.8225,30.56101
Contact SAT1 Hapto,SAT1,0.1012378,7.004003,1.76301,0.3251486,2.83033,3.312747,0.007591873,0.007744799,6.949245,3.83,29.1025
Contact SAT1 Hapto,SAT1,0.1205054,6.417764,1.795467,0.3371427,2.566836,3.486993,0.008542874,0.00901431,6.375237,3.6625,28.15217
Contact SAT1 Hapto,SAT1,0.1158974,7.118443,1.917052,0.3220971,2.702569,3.50865,0.008090869,0.008206937,7.059514,3.6875,29.06442
Contact SAT1 Hapto,SAT1,0.1330467,7.109925,1.938677,0.3260977,2.286813,3.411435,0.009148641,0.009336575,7.058802,3.685,29.23984
Contact SAT1 Hapto,SAT1,0.1120405,6.967036,1.906063,0.3440267,2.63454,3.361364,0.008203806,0.008174424,6.908515,3.7175,27.78872
Contact SAT1 Hapto,SAT1,0.1215838,6.236925,1.92076,0.3652146,2.587492,3.333629,0.007812721,0.007545438,6.188692,3.76,25.66923
Contact SAT1 Hapto,SAT1,0.1004307,6.657309,1.748621,0.3256821,2.941116,3.324657,0.008194979,0.008331075,6.611562,3.805,29.21159
Contact SAT1 Hapto,SAT1,0.1548578,6.883165,1.740298,0.3334495,2.126275,3.505375,0.008234082,0.008295907,6.837092,3.715,29.73839
Contact SAT1 Hapto,SAT1,0.09672042,6.62249,1.949376,0.3187209,2.747824,3.410694,0.008899631,0.00862533,6.575959,3.7325,29.14883
Contact SAT1 Hapto,SAT1,0.1481452,6.770419,1.86524,0.3407836,2.138016,3.552416,0.008528386,0.008952821,6.727949,3.615,28.41209
Contact SAT1 Hapto,SAT1,0.1304195,7.106907,1.799885,0.325761,2.465863,3.317055,0.007663709,0.008068558,7.053325,3.8075,29.27415
Contact SAT1 Hapto,SAT1,0.1085308,6.195435,1.841016,0.348192,2.670783,3.457207,0.009295953,0.008722404,6.156619,3.66,26.98274
Contact SAT1 Hapto,SAT1,0.1250627,7.289593,1.862506,0.3204756,2.513292,3.523833,0.009001475,0.008842269,7.240869,3.6225,30.40924
Contact SAT1 Hapto,SAT1,0.1240817,7.063028,1.872054,0.3152327,2.510428,3.552174,0.008729384,0.008720489,6.999103,3.6975,30.30774
Contact SAT1 Hapto,SAT1,0.1070447,6.639789,1.775223,0.3377429,2.76181,3.2451,0.009648535,0.008771395,6.585138,3.815,27.79446
Contact SAT1 Hapto,SAT1,0.08861568,6.440361,1.709268,0.3457061,2.842828,3.357127,0.007373121,0.007838931,6.394749,3.755,27.18529
Contact SAT1 Hapto,SAT1,0.1142813,7.173101,1.74982,0.3176637,2.578117,3.36783,0.007234161,0.008037957,7.121316,3.8175,30.553
Contact SAT1 Hapto,SAT1,0.1263159,7.226811,1.830751,0.3209471,2.572102,3.383144,0.008403596,0.008371666,7.172433,3.7425,29.76587
Contact SAT1 Hapto,SAT1,0.1167294,6.337377,1.803125,0.3280368,2.567868,3.585895,0.009576051,0.00902831,6.303699,3.5975,29.06489
Contact SAT1 Hapto,SAT1,0.1233527,6.964441,1.833499,0.3174671,2.488014,3.998625,0.008927117,0.009276485,6.920911,3.4575,30.58385
Contact SAT1 Hapto,SAT1,0.1216618,6.51633,2.180236,0.3199164,2.383237,4.059363,0.008420311,0.008874938,6.481477,3.4025,29.63451
Contact SAT1 Hapto,SAT1,0.114058,7.016351,1.954006,0.342716,2.505101,3.3681,0.007787507,0.008262915,6.954322,3.7175,27.57712
Contact SAT1 Hapto,SAT1,0.1083818,7.458535,1.763983,0.3019413,2.690668,3.321111,0.008404352,0.008299635,7.399395,3.845,31.15187
Contact SAT1 Hapto,SAT1,0.1126565,6.726064,1.907834,0.3229772,2.656604,3.491208,0.008502453,0.008394096,6.682034,3.6575,28.97754
Contact SAT1 Hapto,SAT1,0.1081793,6.317466,1.949189,0.3594611,2.605362,3.459054,0.008360922,0.008495147,6.272984,3.665,26.43991
Contact SAT1 Hapto,SAT1,0.1190071,6.253893,2.192932,0.3359414,2.56762,3.545683,0.01071504,0.009740944,6.217763,3.565,27.8995
Contact SAT1 Hapto,SAT1,0.09493327,6.561314,1.853832,0.3472581,2.986729,3.396226,0.008887652,0.008079683,6.508486,3.7375,27.77362
Contact SAT1 Hapto,SAT1,0.1242097,6.539507,1.839014,0.3338042,2.496237,3.603711,0.007675768,0.008528631,6.499868,3.61,28.77876
Contact SAT1 Hapto,SAT1,0.08278896,6.386939,1.845872,0.3327923,3.122417,3.489113,0.007527273,0.008363636,6.343897,3.6625,27.97272
Contact SAT1 Hapto,SAT1,0.1261297,6.788968,1.792565,0.3392793,2.379018,3.252481,0.008105783,0.007710857,6.738352,3.875,28.66976
Contact SAT1 Hapto,SAT1,0.1315004,6.885447,1.655834,0.3356995,2.421744,3.351276,0.008919516,0.008931078,6.837898,3.755,28.89975
Contact SAT1 Hapto,SAT1,0.1069722,7.168978,1.787763,0.3197794,2.807957,3.409888,0.008639246,0.008275223,7.115554,3.73,30.06378
Contact SAT1 Hapto,SAT1,0.1252714,7.545102,1.859707,0.3310815,2.571309,3.356452,0.008540608,0.008486347,7.480565,3.72,29.47504
Contact SAT1 Hapto,SAT1,0.1355843,6.751664,1.854468,0.341522,2.204367,3.311162,0.009090387,0.008263988,6.700472,3.8025,28.12464
Contact SAT1 Hapto,SAT1,0.1035582,6.424786,1.9122,0.3391084,2.75266,3.464133,0.008549281,0.007772074,6.378754,3.725,27.64712
Contact SAT1 Hapto,SAT1,0.1011407,7.285197,1.939794,0.3096874,2.85072,3.447766,0.008203471,0.008566626,7.224335,3.72,30.49653
Contact SAT1 Hapto,SAT1,0.1198197,6.574151,1.774498,0.3357006,2.537019,3.436573,0.008420416,0.008815373,6.531201,3.7075,28.52629
Contact SAT1 Hapto,SAT1,0.1273874,6.974108,2.134216,0.3300312,2.327499,4.002226,0.009530585,0.009564792,6.925379,3.4025,29.25728
Contact SAT1 Hapto,SAT1,0.1028593,6.212693,1.783272,0.3446521,2.742127,3.449068,0.008787511,0.007988647,6.174355,3.6975,27.29858
Contact SAT1 Hapto,SAT1,0.110665,5.63551,1.808785,0.3619098,2.764001,3.58038,0.008935595,0.008981446,5.602653,3.61,26.02886
Contact SAT1 Hapto,SAT1,0.1190407,6.998379,1.94616,0.3223886,2.595002,3.383612,0.00857352,0.008882555,6.94653,3.7225,29.00846
Contact SAT1 Hapto,SAT1,0.1278682,5.919019,1.880671,0.3485477,2.280113,3.997175,0.009075098,0.008728829,5.889297,3.4775,27.66263
Contact SAT1 Hapto,SAT1,0.09678288,6.756874,1.993657,0.3253929,2.852867,3.4818,0.008569361,0.00896112,6.707301,3.625,28.79785
Contact SAT1 Hapto,SAT1,0.1154984,6.35181,1.768666,0.3428647,2.476585,3.544455,0.008537762,0.008125831,6.308872,3.685,28.18356
Contact SAT1 Hapto,SAT1,0.1279705,6.12335,1.786009,0.3368513,2.430976,3.521583,0.008521268,0.008654393,6.092163,3.675,28.27407
Contact SAT1 Hapto,SAT1,0.1242714,6.587875,1.952725,0.3432098,2.524627,3.517969,0.008216668,0.008207457,6.540946,3.6525,27.97091
Contact SAT1 Hapto,SAT1,0.1049602,6.101871,1.811982,0.3421533,2.739547,3.497112,0.008205639,0.009117376,6.066471,3.6575,27.55643
Contact SAT1 Hapto,SAT1,0.1023476,7.619453,2.00818,0.3061742,2.66919,3.33597,0.009295241,0.008728862,7.558564,3.755,30.89386
Contact SAT1 Hapto,SAT1,0.0920038,6.648364,1.809175,0.317922,2.788722,3.613418,0.008834833,0.009439382,6.610515,3.6225,29.78856
Contact SAT1 Hapto,SAT1,0.1156238,7.090277,1.889185,0.3278369,2.662882,3.277603,0.00899385,0.008551774,7.03145,3.7775,28.71857
Contact SAT1 Hapto,SAT1,0.1197187,7.116232,1.837067,0.3261401,2.565792,3.278734,0.008440622,0.008033112,7.057706,3.8425,29.19789
Contact SAT1 Hapto,SAT1,0.1354444,7.808724,2.126487,0.2983503,2.486095,3.974137,0.009048273,0.0090844,7.749042,3.455,32.21831
Contact SAT1 Hapto,SAT1,0.1130303,6.484362,1.791299,0.3317259,2.881486,3.392074,0.007679817,0.008150996,6.441821,3.755,28.08738
Contact SAT1 Hapto,SAT1,0.1164969,6.831307,1.683912,0.3331313,2.592594,3.472061,0.00935236,0.008855953,6.787611,3.665,28.95159
Contact SAT1 Hapto,SAT1,0.1141166,6.79405,1.790518,0.3165851,2.573942,3.475707,0.008647611,0.008621429,6.750851,3.6925,29.91354
Contact SAT1 Hapto,SAT1,0.1096357,7.154071,1.615563,0.3312262,2.513868,3.250376,0.008083748,0.008122799,7.095351,3.85,28.95602
Contact SAT1 Hapto,SAT1,0.1256,6.689337,1.984742,0.3508382,2.498545,3.456194,0.008232152,0.008667801,6.637094,3.6575,27.23945
Contact SAT1 Hapto,SAT1,0.1052827,6.489548,1.951834,0.3348393,2.890979,3.500347,0.007725675,0.008584083,6.447808,3.6225,27.8358
Contact SAT1 Hapto,SAT1,0.1268883,6.777163,1.866895,0.3393928,2.381463,3.45129,0.008993573,0.008969462,6.733283,3.6875,28.89368
Contact SAT1 Hapto,SAT1,0.1225365,6.427549,1.911378,0.3225446,2.491249,3.933016,0.01057752,0.009978125,6.396514,3.46,29.42424
Contact SAT1 Hapto,SAT1,0.125429,6.554793,1.723768,0.342174,2.567142,3.369577,0.009137326,0.00830666,6.507931,3.7675,27.91814
Contact SAT1 Hapto,SAT1,0.1380748,5.827021,1.806064,0.3974833,2.144268,3.518871,0.008743911,0.008244708,5.78729,3.64,25.23132
Contact SAT1 Hapto,SAT1,0.1112494,6.352729,1.786435,0.3630271,2.571079,3.362935,0.007489986,0.007489492,6.306216,3.7425,26.1562
Contact SAT1 Hapto,SAT1,0.1123424,6.42094,1.912294,0.3246228,2.557782,3.689502,0.00901387,0.009314238,6.389963,3.5275,29.5999
Contact SAT1 Hapto,SAT1,0.1189953,7.43831,2.106919,0.3096282,2.665156,3.39398,0.008924854,0.008409816,7.376067,3.695,30.02801
Contact SAT1 Hapto,SAT1,0.1062584,6.827316,1.783807,0.316781,2.619387,3.411076,0.008091693,0.008048595,6.783775,3.76,30.03145
Contact SAT1 Hapto,SAT1,0.1010611,6.773471,1.852697,0.3396286,2.852731,3.338553,0.007209906,0.007560725,6.719875,3.7725,27.73572
Contact SAT1 Hapto,SAT1,0.119464,6.406895,1.923342,0.3378484,2.620962,3.524796,0.009003843,0.008614592,6.361719,3.6625,27.71415
Contact SAT1 Hapto,SAT1,0.1078716,7.673303,1.797343,0.3016658,2.735399,3.432438,0.009855361,0.009524011,7.617542,3.65,31.25773
Contact SAT1 Hapto,SAT1,0.09080327,6.18004,1.928427,0.3373105,2.793041,3.69892,0.008893483,0.008942628,6.148795,3.505,28.12404
Contact SAT1 Hapto,SAT1,0.1198269,6.815567,1.841584,0.3349584,2.627795,3.419485,0.008674617,0.008326037,6.768106,3.6875,28.53427
Contact SAT1 Hapto,SAT1,0.1154141,7.201668,1.802837,0.3268856,2.537457,3.335613,0.007884374,0.008412102,7.144275,3.75,29.06628
Contact SAT1 Hapto,SAT1,0.1113357,6.748789,1.803421,0.3391436,2.615415,3.278327,0.008836389,0.008033083,6.692797,3.8275,27.99051
Contact SAT1 Hapto,SAT1,0.1070568,7.419329,1.89683,0.3054093,2.580807,3.412014,0.008452219,0.00886722,7.364277,3.7,30.80158
Contact SAT1 Hapto,SAT1,0.102476,6.756333,1.836775,0.3490104,2.654036,3.466697,0.007361722,0.007844869,6.703842,3.71,27.75358
Contact SAT1 Hapto,SAT1,0.09976402,6.335403,1.893812,0.3222135,2.788152,3.395335,0.008532762,0.008535631,6.296331,3.755,29.19496
Contact SAT1 Hapto,SAT1,0.1239188,7.007154,1.739235,0.307364,2.544545,3.347053,0.007639044,0.008487826,6.959821,3.8225,30.88217
Contact SAT1 Hapto,SAT1,0.1066529,6.760388,1.833542,0.3400026,2.717511,3.388194,0.008807405,0.008298903,6.712187,3.725,27.93461
Contact SAT1 Hapto,SAT1,0.142554,6.127149,1.878323,0.3405705,2.232239,4.0392,0.008504786,0.008553858,6.096178,3.4525,28.5299
Contact SAT1 Hapto,SAT1,0.09853455,6.510496,1.84176,0.3178446,2.608054,3.676525,0.009264297,0.009194074,6.469945,3.585,29.74834
Contact SAT1 Hapto,SAT1,0.1348464,7.184276,1.776917,0.3272354,2.391571,3.362385,0.007999911,0.008422801,7.132676,3.7625,29.32732
Contact SAT1 Hapto,SAT1,0.08764977,7.289959,1.87536,0.2999092,2.897623,3.531996,0.008680584,0.008704601,7.237138,3.67,31.65355
Contact SAT1 Hapto,SAT1,0.1332007,6.83975,1.819664,0.328853,2.423015,3.52505,0.008568467,0.008496363,6.798305,3.665,29.35938
Contact SAT1 Hapto,SAT1,0.1019452,6.989561,2.016722,0.3378387,2.685603,3.581343,0.008711129,0.007919208,6.931152,3.6225,28.20922
Contact SAT1 Hapto,SAT1,0.1126137,7.079795,1.922655,0.3242389,2.720589,3.491289,0.008902847,0.008840292,7.024367,3.6425,29.08391
Contact SAT1 Hapto,SAT1,0.1053085,6.686309,1.906069,0.3303021,2.835771,3.377485,0.008141611,0.007662435,6.633424,3.7825,28.31016
Contact SAT1 Hapto,SAT1,0.1097986,6.96724,1.962628,0.3194156,2.6502,3.439615,0.008601981,0.008256897,6.919947,3.715,29.89444
Contact SAT1 Hapto,SAT1,0.09051499,6.808174,1.933551,0.3205716,2.972779,3.510864,0.009456583,0.009473426,6.760575,3.61,29.20866
Contact SAT1 Hapto,SAT1,0.09863466,6.751585,2.08127,0.3099699,2.727106,4.122704,0.008513228,0.009073232,6.708761,3.355,30.40827
Contact SAT1 Hapto,SAT1,0.09873833,6.472356,1.842327,0.3442478,2.872732,3.437582,0.008096865,0.008652702,6.427778,3.6475,27.26292
Contact SAT1 Hapto,SAT1,0.09921005,7.329111,1.807158,0.3012172,2.842987,3.457833,0.008634362,0.008554732,7.273411,3.705,31.30636
Contact SAT1 Hapto,SAT1,0.1311787,5.987659,1.695533,0.3576219,2.489442,3.563143,0.0084743,0.008255432,5.953407,3.635,26.67051
Contact SAT1 Hapto,SAT1,0.1050823,7.168088,1.813049,0.3241734,2.67461,3.346529,0.00868751,0.008196058,7.112964,3.7575,29.15736
Contact SAT1 Hapto,SAT1,0.1347835,7.411108,1.921458,0.3248079,2.340182,3.28429,0.008365328,0.008025128,7.349836,3.81,29.51178
Contact SAT1 Hapto,SAT1,0.1095261,7.361036,1.854817,0.2996037,2.627111,3.457509,0.008492622,0.008376815,7.308686,3.72,31.54061
Contact SAT1 Hapto,SAT1,0.1076067,6.193316,1.740421,0.3456934,2.72655,3.55148,0.007731837,0.008108031,6.156764,3.6325,27.29317
Contact SAT1 Hapto,SAT1,0.1072619,7.296985,1.765017,0.3201748,2.613895,3.421782,0.008245448,0.008737549,7.244317,3.69,29.74145
Contact SAT1 Hapto,SAT1,0.1162336,6.541233,1.814687,0.3343934,2.71205,3.704658,0.008793804,0.007994368,6.498162,3.625,28.32881
Contact SAT1 Hapto,SAT1,0.1164088,6.972145,1.864497,0.3473343,2.527959,3.442543,0.008371601,0.008078437,6.91735,3.675,28.02649
Contact SAT1 Hapto,SAT1,0.1170057,7.762832,1.784666,0.2941797,2.506582,3.615306,0.008930843,0.00883293,7.703499,3.66,33.00287
Contact SAT1 Hapto,SAT1,0.1061624,6.951778,1.92133,0.3351326,2.720628,3.394737,0.007408843,0.007692044,6.894297,3.7425,28.13808
Contact SAT1 Hapto,SAT1,0.1130827,6.808575,1.855326,0.3097211,2.498975,3.666275,0.008765883,0.008868523,6.77056,3.6325,30.79431
Contact SAT1 Hapto,SAT1,0.1041513,7.112536,1.856984,0.3074661,2.797959,3.761069,0.009844368,0.009350676,7.067,3.525,31.19232
Contact SAT1 Hapto,SAT1,0.1211365,6.082241,1.980777,0.3673747,2.510555,3.984245,0.007830196,0.008296268,6.042698,3.45,26.38046
Contact SAT1 Hapto,SAT1,0.1056513,7.402807,1.977433,0.3050665,2.657106,3.682154,0.008580342,0.008608803,7.350601,3.595,31.13382
Contact SAT1 Hapto,SAT1,0.09971432,7.406946,1.910597,0.3104727,2.78111,3.324727,0.008762474,0.008285559,7.342394,3.795,30.27262
Contact SAT1 Hapto,SAT1,0.1022112,7.349646,1.92548,0.3262625,2.893173,3.424899,0.008488727,0.008403634,7.288323,3.6875,29.66752
Contact SAT1 Hapto,SAT1,0.1330121,6.612899,1.867175,0.3418936,2.314386,3.432218,0.008822419,0.008425153,6.571047,3.6925,27.86009
Contact SAT1 Hapto,SAT1,0.1198732,6.706146,2.070753,0.3341709,2.595559,3.988195,0.007539372,0.007973747,6.657351,3.46,28.47141
Contact SAT1 Hapto,SAT1,0.109223,7.232917,1.8986,0.3372214,2.841472,3.266465,0.007786075,0.00749438,7.162877,3.8325,28.5726
Contact SAT1 Hapto,SAT1,0.1132328,6.666472,1.82642,0.3311619,2.598511,3.49028,0.008682521,0.008670464,6.624852,3.66,28.56694
Contact SAT1 Hapto,SAT1,0.1150608,6.638724,1.809512,0.340215,2.67136,3.319959,0.008444035,0.008447133,6.587451,3.7725,27.68868
Contact SAT1 Hapto,SAT1,0.1360682,7.152095,1.851954,0.336604,2.384723,3.377794,0.007505098,0.007947738,7.092878,3.77,28.98449
Contact SAT1 Hapto,SAT1,0.1000465,6.382797,1.955355,0.3327979,2.90966,4.004831,0.00891347,0.008910508,6.344176,3.4325,28.03265
Contact SAT1 Hapto,SAT1,0.1239388,6.397834,1.733447,0.3477225,2.535761,3.339596,0.008307775,0.008823164,6.350676,3.76,27.3266
Contact SAT1 Hapto,SAT1,0.1254364,6.629919,1.913568,0.3305793,2.527775,3.396638,0.007464384,0.00829376,6.586175,3.7325,28.38525
Contact SAT1 Hapto,SAT1,0.125493,7.215903,1.772037,0.3210816,2.563631,3.428121,0.007931095,0.008448911,7.163859,3.7225,29.69444
Contact SAT1 Hapto,SAT1,0.1235862,6.770184,1.879641,0.3299378,2.52672,3.399734,0.007943484,0.008432541,6.72288,3.7425,29.29451
Contact SAT1 Hapto,SAT1,0.1013251,6.513066,1.812488,0.3512698,2.835656,3.577671,0.009056768,0.008566413,6.46557,3.5625,27.16169
Contact SAT1 Hapto,SAT1,0.1027102,7.058387,1.960693,0.3194914,2.729983,4.051227,0.008933254,0.00876076,7.008349,3.42,29.94216
Contact SAT1 Hapto,SAT1,0.1043353,7.072681,1.909632,0.3142285,2.603199,3.595517,0.009823645,0.009233338,7.022201,3.6075,29.91574
Contact SAT1 Hapto,SAT1,0.1222664,6.518658,1.790922,0.3295686,2.480022,3.45064,0.009216694,0.00923556,6.47756,3.705,29.5553
Contact SAT1 Hapto,SAT1,0.0956433,6.442817,1.765538,0.3316598,2.778105,3.455232,0.008285623,0.008695447,6.398757,3.7275,28.38218
Contact SAT1 Hapto,SAT1,0.1178803,7.181663,1.69066,0.3103139,2.547546,3.331281,0.01062696,0.00966087,7.129731,3.785,30.69235
Contact SAT1 Hapto,SAT1,0.113158,6.928831,1.658736,0.3444621,2.646063,3.328651,0.008711251,0.007919319,6.874496,3.7925,28.30557
Contact SAT1 Hapto,SAT1,0.1362641,6.310103,1.695003,0.3459395,2.426905,3.48885,0.008747833,0.00820342,6.276187,3.6775,27.77261
Contact SAT1 Hapto,SAT1,0.1068701,5.90295,2.096429,0.3585322,2.609824,4.124622,0.008204961,0.008330939,5.870392,3.34,26.53506
Contact SAT1 Hapto,SAT1,0.1233507,6.810386,1.873545,0.3392491,2.571094,3.522156,0.008654479,0.008631058,6.761764,3.645,28.74351
Contact SAT1 Hapto,SAT1,0.1322757,7.112067,1.680492,0.3206617,2.406706,3.422922,0.009876069,0.009674542,7.068968,3.72,30.29358
Contact SAT1 Hapto,SAT1,0.09860646,8.065884,1.954293,0.2916123,2.794178,3.443947,0.009795906,0.009639678,8.002331,3.65,32.33389
Contact SAT1 Hapto,SAT1,0.1220969,6.783195,1.878846,0.3220451,2.56459,3.512008,0.009826015,0.009358812,6.743165,3.635,29.27567
Contact SAT1 Hapto,SAT1,0.1158083,6.051414,1.837378,0.360676,2.60655,3.474497,0.01025349,0.009321352,6.010967,3.6425,26.37906
Contact SAT1 Hapto,SAT1,0.1201651,6.674428,1.822747,0.3484967,2.585864,3.328816,0.008287141,0.008292811,6.619932,3.785,27.34528
Contact SAT1 Hapto,SAT1,0.1453414,7.423545,1.941636,0.328204,2.239405,3.268818,0.008087049,0.007669488,7.359973,3.8425,29.41985
Contact SAT1 Hapto,SAT1,0.1218649,7.245634,1.787868,0.3318441,2.582168,3.325328,0.008895287,0.008496797,7.188738,3.765,29.24333
Contact SAT1 Hapto,SAT1,0.103141,7.499323,1.706965,0.3075115,2.996171,3.240437,0.008647741,0.008607449,7.434293,3.8275,30.38993
Contact SAT1 Hapto,SAT1,0.1287644,6.890774,1.721311,0.330703,2.55803,3.408393,0.00925193,0.008410846,6.842469,3.755,28.88826
Contact SAT1 Hapto,SAT1,0.1282559,7.711228,1.859394,0.3132228,2.665072,3.251098,0.008281581,0.007887918,7.641041,3.845,30.39847
Contact SAT1 Hapto,SAT1,0.1072801,6.821175,1.903322,0.3185082,2.843972,3.470486,0.008163645,0.008615721,6.776076,3.6775,29.33834
Contact SAT1 Hapto,SAT1,0.1225865,6.462833,2.013941,0.3285301,2.461909,3.690803,0.008922162,0.008525588,6.425741,3.5775,29.03103
Contact SAT1 Hapto,SAT1,0.1124051,6.9128,1.896215,0.329389,2.70013,3.421657,0.008448148,0.008510358,6.860742,3.6975,28.82519
Contact SAT1 Hapto,SAT1,0.1006299,7.037343,1.925811,0.3198996,2.84352,3.561034,0.009346352,0.008950125,6.98917,3.575,29.30612
Contact SAT1 Hapto,SAT1,0.1151804,6.350062,1.808995,0.3597249,2.558049,3.463827,0.00807369,0.008085754,6.304807,3.69,27.30798
Contact SAT1 Hapto,SAT1,0.1086287,6.596657,1.811068,0.3352873,2.718675,3.540651,0.01003935,0.00912668,6.556068,3.595,28.62521
Contact SAT1 Hapto,SAT1,0.1038097,6.372444,1.897499,0.3270912,2.595489,3.585177,0.00888454,0.008887708,6.334369,3.645,28.99398
Contact SAT1 Hapto,SAT1,0.1242558,7.660205,1.966797,0.3090703,2.472729,3.404777,0.009841232,0.009239983,7.594406,3.69,30.67548
Contact SAT1 Hapto,SAT1,0.1092876,6.083713,1.701959,0.3344048,2.744289,3.441804,0.007993027,0.007532124,6.048051,3.795,28.12269
Contact SAT1 Hapto,SAT1,0.1135068,6.556935,1.825133,0.3395032,2.622164,3.565153,0.008017908,0.007888005,6.516032,3.6425,28.55963
Contact SAT1 Hapto,SAT1,0.08140328,7.706788,1.806411,0.2971996,3.015264,3.343385,0.007113644,0.007904049,7.640617,3.795,31.34021
